transaction_id,user_id,timestamp,amount,status,payment_method,experiment_variant
txn_000041,user_00009,2024-02-12,23.12,success,card,control
txn_000042,user_00009,2024-04-30,49.52,success,card,fast_checkout
txn_000043,user_00010,2024-02-05,154.89,success,card,control
txn_000044,user_00010,2024-04-12,15.43,success,card,fast_checkout
txn_000045,user_00010,2024-03-17,8.69,success,card,fast_checkout
txn_000046,user_00011,2024-03-14,45.52,success,bank,fast_checkout
txn_000047,user_00011,2024-03-30,27.5,success,card,fast_checkout
txn_000048,user_00011,2024-02-06,7.64,failed,bank,fast_checkout
txn_000049,user_00011,2024-05-01,13.32,success,bank,fast_checkout
txn_000050,user_00011,2024-05-05,167.23,success,bank,fast_checkout
txn_000051,user_00011,2024-03-08,56.75,success,card,fast_checkout
txn_000052,user_00012,2024-01-27,200.97,success,bank,control
txn_000053,user_00012,2024-02-14,88.79,success,card,fast_checkout
txn_000054,user_00012,2024-01-23,50.44,success,bank,control
txn_000055,user_00012,2024-02-25,28.96,success,card,control
txn_000056,user_00013,2024-02-16,117.6,success,card,control
txn_000057,user_00013,2024-04-26,451.3,success,card,fast_checkout
txn_000058,user_00013,2024-03-15,176.91,success,card,fast_checkout
txn_000059,user_00013,2024-03-05,275.47,success,card,fast_checkout
txn_000060,user_00013,2024-02-03,116.04,success,card,control
txn_000061,user_00014,2024-02-25,343.91,success,wallet,fast_checkout
txn_000062,user_00014,2024-06-18,704.94,success,card,fast_checkout
txn_000063,user_00014,2024-06-08,621.67,success,card,fast_checkout
txn_000064,user_00014,2024-04-07,456.24,success,card,fast_checkout
txn_000065,user_00015,2024-03-27,56.65,success,card,fast_checkout
txn_000066,user_00015,2024-02-21,14.01,success,card,fast_checkout
txn_000067,user_00015,2024-05-25,17.27,success,card,fast_checkout
txn_000068,user_00016,2024-03-18,26.75,success,card,fast_checkout
txn_000069,user_00016,2024-05-07,23.13,success,card,fast_checkout
txn_000070,user_00016,2024-02-26,19.13,failed,card,control
txn_000071,user_00016,2024-02-21,99.57,success,bank,control
txn_000072,user_00016,2024-04-11,33.02,failed,card,fast_checkout
txn_000073,user_00016,2024-04-23,29.53,success,card,fast_checkout
txn_000074,user_00016,2024-02-23,12.52,success,card,control
txn_000075,user_00016,2024-02-16,366.96,success,bank,control
txn_000076,user_00017,2024-01-31,46.54,success,card,control
txn_000077,user_00017,2024-03-09,22.47,success,card,fast_checkout
txn_000078,user_00017,2024-05-06,69.76,success,card,fast_checkout
txn_000079,user_00017,2024-03-06,31.27,success,bank,fast_checkout
txn_000080,user_00017,2024-04-04,29.67,success,card,fast_checkout
txn_000081,user_00017,2024-03-20,41.6,success,bank,fast_checkout
txn_000082,user_00018,2024-01-05,24.25,success,bank,control
txn_000083,user_00018,2024-01-05,16.7,success,card,control
txn_000084,user_00018,2024-03-13,29.14,success,wallet,fast_checkout
txn_000085,user_00019,2024-04-06,34.07,success,card,fast_checkout
txn_000086,user_00019,2024-05-18,42.42,failed,card,fast_checkout
txn_000087,user_00019,2024-05-03,46.93,success,wallet,fast_checkout
txn_000088,user_00019,2024-02-20,9.32,success,wallet,control
txn_000089,user_00019,2024-03-13,18.48,success,card,fast_checkout
txn_000090,user_00019,2024-03-15,26.55,failed,card,fast_checkout
txn_000091,user_00019,2024-01-28,12.21,disputed,card,control
txn_000092,user_00019,2024-03-24,44.11,success,card,fast_checkout
txn_000093,user_00020,2024-03-28,553.01,success,card,fast_checkout
txn_000094,user_00020,2024-06-02,320.65,success,bank,fast_checkout
txn_000095,user_00020,2024-06-14,419.26,success,card,fast_checkout
txn_000096,user_00020,2024-04-22,378.64,success,card,fast_checkout
txn_000097,user_00020,2024-03-26,632.95,success,card,fast_checkout
txn_000098,user_00021,2024-02-01,122.51,success,card,fast_checkout
txn_000099,user_00021,2024-04-22,101.73,success,bank,fast_checkout
txn_000100,user_00021,2024-02-29,69.34,success,card,control
txn_000101,user_00021,2024-01-26,411.03,success,card,control
txn_000102,user_00021,2024-03-30,84.27,success,card,fast_checkout
txn_000103,user_00021,2024-01-08,44.18,success,card,control
txn_000104,user_00021,2024-04-10,199.51,success,card,fast_checkout
txn_000105,user_00021,2024-02-03,505.72,success,bank,fast_checkout
txn_000106,user_00022,2024-05-21,22.13,success,card,fast_checkout
txn_000107,user_00022,2024-04-23,43.88,success,card,fast_checkout
txn_000108,user_00022,2024-03-31,67.22,success,card,fast_checkout
txn_000109,user_00022,2024-03-30,221.63,success,card,fast_checkout
txn_000110,user_00022,2024-02-03,77.75,success,bank,control
txn_000111,user_00022,2024-02-01,48.79,success,card,fast_checkout
txn_000112,user_00023,2024-05-11,19.09,success,card,fast_checkout
txn_000113,user_00023,2024-03-27,40.1,success,card,fast_checkout
txn_000114,user_00023,2024-05-02,67.38,success,bank,fast_checkout
txn_000115,user_00023,2024-05-27,296.41,success,card,fast_checkout
txn_000116,user_00023,2024-03-27,19.81,success,wallet,fast_checkout
txn_000117,user_00024,2024-04-09,20.49,failed,card,fast_checkout
txn_000118,user_00024,2024-04-26,13.05,success,card,fast_checkout
txn_000119,user_00024,2024-02-03,18.65,success,bank,fast_checkout
txn_000120,user_00024,2024-01-31,54.54,success,bank,control
txn_000121,user_00024,2024-03-11,27.0,success,card,fast_checkout
txn_000122,user_00024,2024-02-23,33.15,success,bank,fast_checkout
txn_000123,user_00024,2024-04-10,22.81,success,card,fast_checkout
txn_000124,user_00025,2024-03-12,40.46,failed,wallet,fast_checkout
txn_000125,user_00025,2024-03-20,36.87,success,card,fast_checkout
txn_000126,user_00025,2024-05-26,56.31,success,card,fast_checkout
txn_000127,user_00026,2024-02-27,19.23,success,bank,control
txn_000128,user_00026,2024-02-12,15.72,success,bank,control
txn_000129,user_00026,2024-04-30,73.5,success,wallet,fast_checkout
txn_000130,user_00026,2024-04-16,66.53,success,card,fast_checkout
txn_000131,user_00027,2024-04-03,29.86,disputed,bank,fast_checkout
txn_000132,user_00027,2024-06-20,20.12,success,card,fast_checkout
txn_000133,user_00027,2024-06-07,15.39,success,card,fast_checkout
txn_000134,user_00028,2024-05-18,262.05,success,card,fast_checkout
txn_000135,user_00028,2024-04-03,276.1,success,card,fast_checkout
txn_000136,user_00028,2024-03-10,420.4,success,bank,fast_checkout
txn_000137,user_00028,2024-02-02,457.11,success,card,fast_checkout
txn_000138,user_00028,2024-02-06,627.0,success,card,fast_checkout
txn_000139,user_00028,2024-03-28,614.77,success,card,fast_checkout
txn_000140,user_00029,2024-03-29,21.22,success,bank,fast_checkout
txn_000141,user_00029,2024-05-10,11.99,success,card,fast_checkout
txn_000142,user_00029,2024-05-02,16.06,success,card,fast_checkout
txn_000143,user_00029,2024-02-14,70.98,success,card,fast_checkout
txn_000144,user_00029,2024-02-17,51.12,success,card,fast_checkout
txn_000145,user_00029,2024-05-18,17.65,disputed,card,fast_checkout
txn_000146,user_00030,2024-01-31,184.0,success,card,control
txn_000147,user_00030,2024-02-05,20.87,failed,card,fast_checkout
txn_000148,user_00030,2024-01-18,88.97,success,wallet,control
txn_000149,user_00031,2024-05-31,393.1,success,wallet,fast_checkout
txn_000150,user_00031,2024-03-21,283.43,success,card,fast_checkout
txn_000151,user_00031,2024-03-23,117.43,success,wallet,fast_checkout
txn_000152,user_00032,2024-05-02,55.8,success,bank,fast_checkout
txn_000153,user_00032,2024-02-05,117.97,success,card,fast_checkout
txn_000154,user_00032,2024-01-28,17.78,success,card,control
txn_000155,user_00032,2024-03-24,11.2,success,card,fast_checkout
txn_000156,user_00032,2024-02-14,7.99,success,card,fast_checkout
txn_000157,user_00032,2024-04-16,64.36,success,bank,fast_checkout
txn_000158,user_00032,2024-01-25,53.92,success,card,control
txn_000159,user_00032,2024-03-02,165.38,success,card,fast_checkout
txn_000160,user_00033,2024-02-28,26.52,failed,card,fast_checkout
txn_000161,user_00033,2024-04-06,50.02,success,bank,fast_checkout
txn_000162,user_00033,2024-04-11,12.93,success,bank,fast_checkout
txn_000163,user_00033,2024-04-21,14.1,success,bank,fast_checkout
txn_000164,user_00033,2024-04-10,37.09,disputed,card,fast_checkout
txn_000165,user_00033,2024-05-31,13.57,success,bank,fast_checkout
txn_000166,user_00033,2024-05-25,37.55,success,card,fast_checkout
txn_000167,user_00034,2024-02-08,159.58,success,card,fast_checkout
txn_000168,user_00034,2024-05-10,30.41,success,wallet,fast_checkout
txn_000169,user_00034,2024-02-23,24.68,success,bank,control
txn_000170,user_00034,2024-04-18,37.22,success,wallet,fast_checkout
txn_000171,user_00034,2024-02-24,85.88,success,card,fast_checkout
txn_000172,user_00034,2024-02-08,10.65,disputed,card,fast_checkout
txn_000173,user_00034,2024-02-09,82.62,success,card,fast_checkout
txn_000174,user_00035,2024-05-05,41.95,success,card,fast_checkout
txn_000175,user_00035,2024-04-18,10.19,success,card,fast_checkout
txn_000176,user_00035,2024-03-21,17.79,success,card,fast_checkout
txn_000177,user_00035,2024-06-05,13.0,success,card,fast_checkout
txn_000178,user_00035,2024-04-29,11.37,success,card,fast_checkout
txn_000179,user_00035,2024-06-08,47.38,success,card,fast_checkout
txn_000180,user_00036,2024-02-15,472.84,success,card,fast_checkout
txn_000181,user_00036,2024-02-18,307.67,success,card,control
txn_000182,user_00036,2024-04-27,147.24,success,card,fast_checkout
txn_000183,user_00036,2024-03-25,159.2,success,card,fast_checkout
txn_000184,user_00036,2024-03-17,104.72,success,card,fast_checkout
txn_000185,user_00036,2024-04-15,424.14,success,bank,fast_checkout
txn_000186,user_00036,2024-02-14,58.1,success,card,fast_checkout
txn_000187,user_00037,2024-06-01,63.23,failed,bank,fast_checkout
txn_000188,user_00037,2024-03-28,17.05,success,card,fast_checkout
txn_000189,user_00037,2024-03-03,73.18,success,card,fast_checkout
txn_000190,user_00037,2024-05-18,17.22,success,card,fast_checkout
txn_000191,user_00038,2024-06-07,40.65,success,card,fast_checkout
txn_000192,user_00038,2024-02-13,241.79,success,card,fast_checkout
txn_000193,user_00038,2024-03-21,291.46,success,card,fast_checkout
txn_000194,user_00038,2024-04-01,104.61,success,wallet,fast_checkout
txn_000195,user_00038,2024-05-11,64.05,failed,card,fast_checkout
txn_000196,user_00038,2024-03-12,148.77,success,wallet,fast_checkout
txn_000197,user_00038,2024-03-09,95.99,success,wallet,fast_checkout
txn_000198,user_00039,2024-05-05,64.23,success,card,fast_checkout
txn_000199,user_00039,2024-02-24,9.39,success,card,fast_checkout
txn_000200,user_00039,2024-03-03,153.59,success,card,fast_checkout
txn_000201,user_00040,2024-04-26,40.03,success,bank,fast_checkout
txn_000202,user_00040,2024-04-22,36.47,success,card,fast_checkout
txn_000203,user_00040,2024-06-25,36.66,success,card,fast_checkout
txn_000204,user_00040,2024-04-18,65.39,success,card,fast_checkout
txn_000205,user_00040,2024-03-20,14.12,success,card,fast_checkout
txn_000206,user_00041,2024-03-04,204.8,success,card,fast_checkout
txn_000207,user_00041,2024-04-08,117.27,success,wallet,fast_checkout
txn_000208,user_00041,2024-03-21,73.01,success,card,fast_checkout
txn_000209,user_00041,2024-04-22,109.81,success,bank,fast_checkout
txn_000210,user_00041,2024-01-17,865.46,success,bank,control
txn_000211,user_00041,2024-02-22,162.18,failed,card,control
txn_000212,user_00041,2024-04-16,239.68,success,card,fast_checkout
txn_000213,user_00041,2024-04-11,195.83,success,bank,fast_checkout
txn_000214,user_00042,2024-01-19,65.6,disputed,card,control
txn_000215,user_00042,2024-02-08,5.88,success,card,fast_checkout
txn_000216,user_00042,2024-03-04,54.35,success,card,fast_checkout
txn_000217,user_00043,2024-04-05,58.81,success,bank,fast_checkout
txn_000218,user_00043,2024-04-25,60.9,success,card,fast_checkout
txn_000219,user_00043,2024-04-22,111.41,failed,card,fast_checkout
txn_000220,user_00043,2024-05-27,20.31,success,bank,fast_checkout
txn_000221,user_00044,2024-06-08,54.62,success,bank,fast_checkout
txn_000222,user_00044,2024-03-24,78.17,success,bank,fast_checkout
txn_000223,user_00044,2024-05-01,21.71,success,card,fast_checkout
txn_000224,user_00044,2024-03-14,42.88,success,card,fast_checkout
txn_000225,user_00044,2024-06-16,13.32,success,card,fast_checkout
txn_000226,user_00044,2024-04-06,38.86,success,card,fast_checkout
txn_000227,user_00044,2024-04-03,19.18,success,bank,fast_checkout
txn_000228,user_00045,2024-05-01,30.91,success,card,fast_checkout
txn_000229,user_00045,2024-04-25,11.9,success,card,fast_checkout
txn_000230,user_00045,2024-04-02,70.62,success,card,fast_checkout
txn_000231,user_00045,2024-05-24,48.5,success,card,fast_checkout
txn_000232,user_00045,2024-05-27,25.97,success,card,fast_checkout
txn_000233,user_00046,2024-03-21,184.07,success,wallet,fast_checkout
txn_000234,user_00046,2024-05-15,13.45,success,card,fast_checkout
txn_000235,user_00046,2024-05-05,11.66,success,card,fast_checkout
txn_000236,user_00046,2024-03-30,37.93,success,card,fast_checkout
txn_000237,user_00046,2024-05-27,28.34,success,card,fast_checkout
txn_000238,user_00046,2024-03-18,32.78,success,card,fast_checkout
txn_000239,user_00046,2024-04-26,44.79,success,card,fast_checkout
txn_000240,user_00047,2024-03-22,10.79,success,card,fast_checkout
txn_000241,user_00047,2024-02-25,18.58,success,card,control
txn_000242,user_00047,2024-06-01,57.75,success,card,fast_checkout
txn_000243,user_00047,2024-03-31,15.91,success,card,fast_checkout
txn_000244,user_00047,2024-04-28,6.32,success,card,fast_checkout
txn_000245,user_00047,2024-04-13,33.87,success,card,fast_checkout
txn_000246,user_00047,2024-05-27,55.03,success,card,fast_checkout
txn_000247,user_00048,2024-04-28,130.53,success,bank,fast_checkout
txn_000248,user_00048,2024-04-03,16.1,success,card,fast_checkout
txn_000249,user_00048,2024-05-28,39.12,success,card,fast_checkout
txn_000250,user_00048,2024-03-10,71.41,success,card,fast_checkout
txn_000251,user_00048,2024-06-16,43.94,success,card,fast_checkout
txn_000252,user_00048,2024-05-09,88.01,success,card,fast_checkout
txn_000253,user_00049,2024-03-01,25.85,success,card,fast_checkout
txn_000254,user_00049,2024-04-22,7.76,success,card,fast_checkout
txn_000255,user_00049,2024-01-05,52.11,success,card,control
txn_000256,user_00049,2024-04-11,37.96,success,card,fast_checkout
txn_000257,user_00049,2024-03-01,30.19,success,card,fast_checkout
txn_000258,user_00049,2024-03-10,18.31,success,card,fast_checkout
txn_000259,user_00049,2024-02-12,32.53,success,card,control
txn_000260,user_00050,2024-03-26,1199.86,success,card,fast_checkout
txn_000261,user_00050,2024-04-25,350.42,success,card,fast_checkout
txn_000262,user_00050,2024-03-12,526.4,success,card,fast_checkout
txn_000263,user_00050,2024-06-03,884.31,success,bank,fast_checkout
txn_000264,user_00050,2024-04-26,739.46,success,bank,fast_checkout
txn_000265,user_00051,2024-06-05,30.19,success,card,fast_checkout
txn_000266,user_00051,2024-03-22,12.2,success,bank,fast_checkout
txn_000267,user_00051,2024-04-17,25.92,disputed,wallet,fast_checkout
txn_000268,user_00051,2024-02-21,87.41,success,bank,control
txn_000269,user_00051,2024-02-22,53.82,success,card,fast_checkout
txn_000270,user_00051,2024-06-06,2.09,success,card,fast_checkout
txn_000271,user_00052,2024-02-22,194.26,success,card,control
txn_000272,user_00052,2024-02-19,112.85,success,bank,control
txn_000273,user_00052,2024-04-16,130.89,success,card,fast_checkout
txn_000274,user_00052,2024-02-19,88.35,failed,card,control
txn_000275,user_00052,2024-01-28,164.39,failed,card,control
txn_000276,user_00052,2024-02-21,287.22,success,card,fast_checkout
txn_000277,user_00053,2024-02-02,22.04,success,card,fast_checkout
txn_000278,user_00053,2024-04-28,10.02,success,card,fast_checkout
txn_000279,user_00053,2024-03-18,43.2,success,card,fast_checkout
txn_000280,user_00053,2024-05-13,43.11,success,card,fast_checkout
txn_000281,user_00054,2024-03-05,11.64,success,card,fast_checkout
txn_000282,user_00054,2024-01-31,10.43,success,card,control
txn_000283,user_00054,2024-05-05,16.95,success,wallet,fast_checkout
txn_000284,user_00054,2024-01-29,34.35,success,card,control
txn_000285,user_00054,2024-03-05,60.48,success,card,fast_checkout
txn_000286,user_00054,2024-04-05,7.12,success,card,fast_checkout
txn_000287,user_00055,2024-04-20,202.11,failed,bank,fast_checkout
txn_000288,user_00055,2024-05-20,59.07,success,card,fast_checkout
txn_000289,user_00055,2024-03-10,156.34,success,card,fast_checkout
txn_000290,user_00055,2024-05-05,116.3,success,card,fast_checkout
txn_000291,user_00055,2024-04-12,177.53,success,card,fast_checkout
txn_000292,user_00056,2024-05-14,38.1,success,card,fast_checkout
txn_000293,user_00056,2024-03-25,7.1,success,bank,fast_checkout
txn_000294,user_00056,2024-02-24,14.15,disputed,wallet,fast_checkout
txn_000295,user_00056,2024-04-22,18.63,success,card,fast_checkout
txn_000296,user_00056,2024-01-19,18.77,success,card,control
txn_000297,user_00056,2024-05-14,21.8,success,card,fast_checkout
txn_000298,user_00056,2024-02-17,38.58,success,card,fast_checkout
txn_000299,user_00056,2024-04-08,43.62,success,card,fast_checkout
txn_000300,user_00057,2024-02-25,66.96,failed,card,control
txn_000301,user_00057,2024-05-02,44.26,success,card,fast_checkout
txn_000302,user_00057,2024-02-01,127.36,success,card,fast_checkout
txn_000303,user_00057,2024-02-21,60.81,success,bank,control
txn_000304,user_00057,2024-02-25,167.08,failed,card,control
txn_000305,user_00057,2024-02-29,366.52,success,card,fast_checkout
txn_000306,user_00057,2024-01-29,243.22,success,card,control
txn_000307,user_00058,2024-03-01,36.78,success,card,fast_checkout
txn_000308,user_00058,2024-05-23,13.15,success,bank,fast_checkout
txn_000309,user_00058,2024-05-14,66.03,success,card,fast_checkout
txn_000310,user_00058,2024-03-26,26.05,success,bank,fast_checkout
txn_000311,user_00058,2024-03-29,18.74,success,card,fast_checkout
txn_000312,user_00058,2024-03-13,15.0,success,card,fast_checkout
txn_000313,user_00058,2024-05-07,83.21,success,bank,fast_checkout
txn_000314,user_00058,2024-05-14,71.16,success,bank,fast_checkout
txn_000315,user_00059,2024-04-10,20.79,success,bank,fast_checkout
txn_000316,user_00059,2024-05-23,22.52,success,bank,fast_checkout
txn_000317,user_00059,2024-06-21,33.16,success,card,fast_checkout
txn_000318,user_00059,2024-05-21,6.84,success,card,fast_checkout
txn_000319,user_00059,2024-03-08,43.39,success,card,fast_checkout
txn_000320,user_00060,2024-05-05,94.15,success,bank,fast_checkout
txn_000321,user_00060,2024-01-21,18.58,failed,bank,control
txn_000322,user_00060,2024-03-01,23.14,success,card,fast_checkout
txn_000323,user_00060,2024-04-04,181.92,success,bank,fast_checkout
txn_000324,user_00060,2024-03-06,31.84,success,card,fast_checkout
txn_000325,user_00060,2024-02-07,30.8,success,bank,control
txn_000326,user_00060,2024-04-28,11.64,success,card,fast_checkout
txn_000327,user_00060,2024-04-04,29.1,success,card,fast_checkout
txn_000328,user_00061,2024-04-18,20.73,success,card,fast_checkout
txn_000329,user_00061,2024-05-04,107.28,success,card,fast_checkout
txn_000330,user_00061,2024-05-15,114.77,success,card,fast_checkout
txn_000331,user_00061,2024-03-01,50.91,success,bank,fast_checkout
txn_000332,user_00062,2024-04-23,115.61,success,bank,fast_checkout
txn_000333,user_00062,2024-05-05,96.13,success,card,fast_checkout
txn_000334,user_00062,2024-06-08,70.42,success,card,fast_checkout
txn_000335,user_00062,2024-03-12,358.07,success,card,fast_checkout
txn_000336,user_00062,2024-05-21,361.3,success,wallet,fast_checkout
txn_000337,user_00062,2024-05-23,213.59,success,card,fast_checkout
txn_000338,user_00062,2024-05-11,95.76,success,card,fast_checkout
txn_000339,user_00063,2024-03-22,63.61,success,card,fast_checkout
txn_000340,user_00063,2024-04-06,16.22,success,bank,fast_checkout
txn_000341,user_00063,2024-02-12,59.2,success,wallet,control
txn_000342,user_00063,2024-05-03,59.15,success,card,fast_checkout
txn_000343,user_00063,2024-04-04,24.83,success,card,fast_checkout
txn_000344,user_00063,2024-02-04,6.62,success,card,control
txn_000345,user_00063,2024-02-02,12.65,success,wallet,control
txn_000346,user_00063,2024-04-26,10.17,success,bank,fast_checkout
txn_000347,user_00064,2024-04-13,393.57,success,card,fast_checkout
txn_000348,user_00064,2024-03-11,1468.59,failed,card,fast_checkout
txn_000349,user_00064,2024-02-15,553.27,success,card,control
txn_000350,user_00064,2024-04-08,728.35,success,wallet,fast_checkout
txn_000351,user_00064,2024-03-30,1272.08,success,card,fast_checkout
txn_000352,user_00064,2024-05-13,330.42,failed,card,fast_checkout
txn_000353,user_00064,2024-03-20,1157.34,success,card,fast_checkout
txn_000354,user_00064,2024-04-13,312.23,success,card,fast_checkout
txn_000355,user_00065,2024-03-15,1135.51,success,card,fast_checkout
txn_000356,user_00065,2024-03-16,971.14,success,card,fast_checkout
txn_000357,user_00065,2024-06-20,427.23,success,card,fast_checkout
txn_000358,user_00066,2024-03-10,46.46,success,card,fast_checkout
txn_000359,user_00066,2024-04-27,11.84,success,card,fast_checkout
txn_000360,user_00066,2024-04-11,18.73,success,card,fast_checkout
txn_000361,user_00066,2024-03-24,124.91,success,card,fast_checkout
txn_000362,user_00066,2024-04-16,17.52,success,card,fast_checkout
txn_000363,user_00066,2024-02-19,32.96,failed,card,fast_checkout
txn_000364,user_00066,2024-04-03,24.6,success,card,fast_checkout
txn_000365,user_00067,2024-04-14,25.35,failed,wallet,fast_checkout
txn_000366,user_00067,2024-04-15,10.42,success,card,fast_checkout
txn_000367,user_00067,2024-01-29,19.9,failed,card,control
txn_000368,user_00067,2024-01-31,27.84,success,bank,control
txn_000369,user_00067,2024-01-31,12.3,success,card,control
txn_000370,user_00067,2024-03-08,42.54,success,card,fast_checkout
txn_000371,user_00068,2024-04-24,204.94,success,card,fast_checkout
txn_000372,user_00068,2024-05-09,49.66,success,wallet,fast_checkout
txn_000373,user_00068,2024-05-15,148.1,success,card,fast_checkout
txn_000374,user_00068,2024-03-06,263.85,success,card,fast_checkout
txn_000375,user_00068,2024-04-03,161.95,success,card,fast_checkout
txn_000376,user_00068,2024-03-28,82.58,success,card,fast_checkout
txn_000377,user_00069,2024-03-10,724.28,success,card,fast_checkout
txn_000378,user_00069,2024-02-19,219.35,success,card,control
txn_000379,user_00069,2024-05-16,478.13,success,card,fast_checkout
txn_000380,user_00070,2024-03-22,21.29,success,card,fast_checkout
txn_000381,user_00070,2024-05-29,46.82,success,card,fast_checkout
txn_000382,user_00070,2024-03-14,29.5,success,card,fast_checkout
txn_000383,user_00070,2024-04-21,33.65,success,bank,fast_checkout
txn_000384,user_00071,2024-04-17,46.75,success,card,fast_checkout
txn_000385,user_00071,2024-03-16,31.33,success,wallet,fast_checkout
txn_000386,user_00071,2024-04-08,39.69,success,card,fast_checkout
txn_000387,user_00071,2024-01-08,118.53,success,card,control
txn_000388,user_00071,2024-01-22,15.12,success,card,control
txn_000389,user_00072,2024-04-07,60.93,success,card,fast_checkout
txn_000390,user_00072,2024-04-29,36.11,success,bank,fast_checkout
txn_000391,user_00072,2024-05-24,16.21,success,card,fast_checkout
txn_000392,user_00072,2024-03-29,35.76,success,card,fast_checkout
txn_000393,user_00072,2024-05-20,29.55,success,card,fast_checkout
txn_000394,user_00072,2024-05-21,11.14,success,bank,fast_checkout
txn_000395,user_00072,2024-04-18,45.57,success,card,fast_checkout
txn_000396,user_00073,2024-03-30,7.75,success,card,fast_checkout
txn_000397,user_00073,2024-01-26,61.04,success,wallet,control
txn_000398,user_00073,2024-03-14,9.8,success,card,fast_checkout
txn_000399,user_00073,2024-03-31,15.67,success,wallet,fast_checkout
txn_000400,user_00073,2024-03-23,41.23,success,bank,fast_checkout
txn_000401,user_00074,2024-03-21,67.28,success,card,fast_checkout
txn_000402,user_00074,2024-06-14,30.53,failed,card,fast_checkout
txn_000403,user_00074,2024-04-20,21.79,success,card,fast_checkout
txn_000404,user_00074,2024-03-26,22.37,success,card,fast_checkout
txn_000405,user_00074,2024-02-26,50.29,success,bank,fast_checkout
txn_000406,user_00074,2024-04-02,39.02,success,card,fast_checkout
txn_000407,user_00074,2024-05-21,74.57,success,card,fast_checkout
txn_000408,user_00074,2024-02-22,41.05,success,card,fast_checkout
txn_000409,user_00075,2024-02-08,397.14,success,card,fast_checkout
txn_000410,user_00075,2024-05-10,364.86,success,card,fast_checkout
txn_000411,user_00075,2024-06-02,47.08,success,bank,fast_checkout
txn_000412,user_00075,2024-05-20,173.69,success,card,fast_checkout
txn_000413,user_00076,2024-03-12,16.39,success,card,fast_checkout
txn_000414,user_00076,2024-05-07,27.29,success,card,fast_checkout
txn_000415,user_00076,2024-02-01,42.39,success,bank,fast_checkout
txn_000416,user_00077,2024-03-08,29.01,success,bank,fast_checkout
txn_000417,user_00077,2024-02-08,26.64,success,wallet,fast_checkout
txn_000418,user_00077,2024-02-11,30.27,success,wallet,control
txn_000419,user_00077,2024-04-02,21.04,success,card,fast_checkout
txn_000420,user_00077,2024-02-24,28.31,success,card,control
txn_000421,user_00078,2024-03-13,138.61,success,bank,fast_checkout
txn_000422,user_00078,2024-02-15,21.01,success,card,fast_checkout
txn_000423,user_00078,2024-05-20,17.39,success,wallet,fast_checkout
txn_000424,user_00078,2024-05-26,6.55,success,card,fast_checkout
txn_000425,user_00079,2024-04-25,62.86,success,card,fast_checkout
