user_id,signup_date,segment,country,risk_score
user_00168,2024-01-01,consumer,CA,low
user_00169,2024-01-05,consumer,UK,medium
user_00170,2024-01-26,consumer,US,low
user_00171,2024-02-24,consumer,US,low
user_00172,2024-01-14,consumer,US,medium
user_00173,2024-02-08,consumer,US,low
user_00174,2024-01-27,small_business,UK,low
user_00175,2024-01-09,small_business,CA,medium
user_00176,2024-01-15,small_business,UK,medium
user_00177,2024-01-15,consumer,US,low
user_00178,2024-01-26,small_business,US,low
user_00179,2024-02-11,small_business,US,high
user_00180,2024-02-29,small_business,US,low
user_00181,2024-01-13,consumer,US,low
user_00182,2024-02-20,consumer,UK,medium
user_00183,2024-02-01,small_business,US,low
user_00184,2024-02-08,consumer,AU,low
user_00185,2024-02-18,consumer,US,low
user_00186,2024-02-21,consumer,CA,low
user_00187,2024-02-01,consumer,US,medium
user_00188,2024-01-04,consumer,US,low
user_00189,2024-01-30,consumer,UK,low
user_00190,2024-02-06,consumer,UK,medium
user_00191,2024-01-23,consumer,US,low
user_00192,2024-02-08,consumer,US,medium
user_00193,2024-02-14,consumer,US,low
user_00194,2024-01-15,consumer,UK,medium
user_00195,2024-02-12,consumer,CA,low
user_00196,2024-01-29,small_business,US,low
user_00197,2024-02-05,consumer,US,low
user_00198,2024-01-13,consumer,CA,medium
user_00199,2024-02-01,consumer,US,medium
user_00200,2024-01-07,small_business,UK,medium
user_00201,2024-02-28,consumer,US,low
user_00202,2024-02-20,consumer,US,low
user_00203,2024-01-22,consumer,US,medium
user_00204,2024-01-28,consumer,US,medium
user_00205,2024-01-02,small_business,US,medium
user_00206,2024-02-11,small_business,UK,low
user_00207,2024-02-14,consumer,UK,low
user_00208,2024-02-26,consumer,UK,low
user_00209,2024-02-22,consumer,UK,low
user_00210,2024-01-06,consumer,US,high
user_00211,2024-01-28,consumer,US,medium
user_00212,2024-01-28,consumer,CA,low
user_00213,2024-02-13,consumer,US,low
user_00214,2024-02-13,consumer,US,low
user_00215,2024-01-20,small_business,US,medium
user_00216,2024-01-30,consumer,US,medium
user_00217,2024-01-11,small_business,US,low
user_00218,2024-02-27,small_business,CA,medium
user_00219,2024-02-24,consumer,CA,low
user_00220,2024-01-28,small_business,CA,low
user_00221,2024-01-25,consumer,CA,medium
user_00222,2024-02-08,consumer,CA,medium
user_00223,2024-02-02,consumer,US,medium
user_00224,2024-01-01,enterprise,US,low
user_00225,2024-02-26,consumer,UK,low
user_00226,2024-01-27,consumer,US,low
user_00227,2024-02-26,small_business,US,low
user_00228,2024-02-21,consumer,US,low
user_00229,2024-01-13,consumer,US,low
user_00230,2024-02-10,small_business,US,low
user_00231,2024-01-03,small_business,US,low
user_00232,2024-02-08,enterprise,US,medium
user_00233,2024-01-06,enterprise,CA,medium
user_00234,2024-01-08,consumer,US,medium
user_00235,2024-01-27,small_business,CA,low
user_00236,2024-01-09,consumer,US,low
user_00237,2024-02-06,consumer,US,low
user_00238,2024-02-02,consumer,US,low
user_00239,2024-02-20,consumer,US,low
user_00240,2024-02-11,enterprise,UK,low
user_00241,2024-02-13,small_business,UK,medium
user_00242,2024-01-24,consumer,UK,high
user_00243,2024-01-15,consumer,CA,low
user_00244,2024-02-28,consumer,US,medium
user_00245,2024-02-23,small_business,US,low
user_00246,2024-02-01,small_business,US,medium
user_00247,2024-02-01,consumer,US,medium
user_00248,2024-01-24,consumer,US,high
user_00249,2024-02-10,consumer,US,low
user_00250,2024-02-21,consumer,US,low
user_00251,2024-02-18,small_business,US,low
user_00252,2024-02-18,consumer,US,low
user_00253,2024-02-27,consumer,UK,high
user_00254,2024-02-21,consumer,UK,medium
user_00255,2024-01-12,consumer,UK,medium
user_00256,2024-02-08,enterprise,UK,low
user_00257,2024-01-02,consumer,US,medium
user_00258,2024-01-03,consumer,US,low
user_00259,2024-02-18,consumer,US,low
user_00260,2024-02-06,consumer,CA,medium
user_00261,2024-02-18,consumer,UK,low
user_00262,2024-02-25,small_business,US,low
user_00263,2024-01-17,consumer,US,low
user_00264,2024-02-28,consumer,AU,medium
user_00265,2024-02-18,consumer,US,medium
user_00266,2024-01-02,consumer,CA,low
user_00267,2024-01-02,consumer,US,medium
user_00268,2024-01-28,consumer,US,medium
user_00269,2024-02-23,small_business,UK,high
user_00270,2024-01-23,small_business,UK,low
user_00271,2024-02-06,consumer,UK,medium
user_00272,2024-02-01,consumer,US,medium
user_00273,2024-02-02,consumer,US,low
user_00274,2024-01-01,consumer,UK,low
user_00275,2024-01-19,small_business,US,low
user_00276,2024-01-02,consumer,US,low
user_00277,2024-02-22,consumer,CA,low
user_00278,2024-02-13,small_business,US,low
user_00279,2024-01-26,small_business,US,low
user_00280,2024-02-01,consumer,UK,low
user_00281,2024-01-06,consumer,AU,low
user_00282,2024-02-01,consumer,US,medium
user_00283,2024-02-24,consumer,US,medium
user_00284,2024-01-04,small_business,CA,low
user_00285,2024-02-24,small_business,CA,low
user_00286,2024-01-11,small_business,UK,low
user_00287,2024-02-25,consumer,US,low
user_00288,2024-02-28,small_business,US,low
user_00289,2024-01-17,consumer,UK,medium
user_00290,2024-02-07,consumer,CA,low
user_00291,2024-01-24,consumer,CA,medium
user_00292,2024-01-05,consumer,US,medium
user_00293,2024-02-21,small_business,US,low
user_00294,2024-02-03,consumer,US,low
user_00295,2024-01-06,consumer,AU,low
user_00296,2024-01-22,consumer,UK,low
user_00297,2024-01-11,consumer,US,low
user_00298,2024-02-17,consumer,US,high
user_00299,2024-01-16,consumer,US,medium
user_00300,2024-02-02,small_business,US,high
user_00301,2024-01-09,consumer,CA,low
user_00302,2024-02-29,consumer,UK,low
user_00303,2024-02-28,consumer,US,low
user_00304,2024-01-06,small_business,US,low
user_00305,2024-01-16,consumer,CA,low
user_00306,2024-01-29,consumer,US,medium
user_00307,2024-01-03,consumer,US,low
user_00308,2024-01-20,consumer,CA,high
user_00309,2024-02-29,consumer,CA,high
user_00310,2024-02-28,small_business,CA,low
user_00311,2024-02-05,consumer,US,medium
user_00312,2024-01-19,consumer,US,low
user_00313,2024-01-26,small_business,US,low
user_00314,2024-01-03,consumer,US,medium
user_00315,2024-01-19,consumer,UK,low
user_00316,2024-01-20,consumer,US,medium
user_00317,2024-02-01,consumer,UK,medium
user_00318,2024-01-07,consumer,US,medium
user_00319,2024-02-21,consumer,US,high
user_00320,2024-02-10,small_business,AU,low
user_00321,2024-02-02,enterprise,US,low
user_00322,2024-02-09,consumer,US,low
user_00323,2024-02-08,consumer,US,low
user_00324,2024-01-18,consumer,US,low
user_00325,2024-02-09,small_business,US,medium
user_00326,2024-01-01,consumer,US,low
user_00327,2024-01-11,consumer,UK,high
user_00328,2024-01-28,small_business,CA,medium
user_00329,2024-02-26,small_business,US,low
user_00330,2024-01-25,small_business,US,low
user_00331,2024-02-19,consumer,UK,low
user_00332,2024-01-23,small_business,US,low
user_00333,2024-01-31,small_business,UK,low
user_00334,2024-01-30,consumer,UK,low
user_00335,2024-02-11,consumer,US,medium
user_00336,2024-02-04,consumer,CA,low
user_00337,2024-01-07,enterprise,CA,medium
user_00338,2024-02-29,consumer,CA,medium
user_00339,2024-01-16,consumer,US,low
user_00340,2024-01-26,consumer,US,low
user_00341,2024-02-17,small_business,CA,medium
user_00342,2024-02-26,consumer,US,high
user_00343,2024-02-21,consumer,CA,low
user_00344,2024-02-29,consumer,US,low
user_00345,2024-02-18,small_business,US,low
user_00346,2024-01-02,consumer,UK,low
user_00347,2024-01-01,consumer,UK,low
user_00348,2024-02-17,small_business,UK,low
user_00349,2024-01-12,consumer,CA,medium
user_00350,2024-01-05,small_business,US,low
user_00351,2024-02-06,consumer,US,low
user_00352,2024-02-01,consumer,CA,low
user_00353,2024-02-28,consumer,US,medium
user_00354,2024-02-24,consumer,UK,low
user_00355,2024-01-09,consumer,US,high
user_00356,2024-02-10,consumer,US,low
user_00357,2024-02-04,small_business,US,low
user_00358,2024-01-19,consumer,US,low
user_00359,2024-02-17,consumer,CA,medium
user_00360,2024-01-16,consumer,UK,low
user_00361,2024-01-03,enterprise,UK,medium
user_00362,2024-01-20,consumer,US,medium
user_00363,2024-01-24,consumer,US,medium
user_00364,2024-02-23,consumer,US,low
user_00365,2024-02-25,consumer,US,medium
user_00366,2024-02-02,consumer,US,low
user_00367,2024-01-24,small_business,US,low
user_00368,2024-02-21,consumer,US,low
user_00369,2024-01-11,small_business,US,medium
user_00370,2024-02-18,consumer,US,low
user_00371,2024-01-08,consumer,US,low
user_00372,2024-02-05,small_business,US,low
user_00373,2024-02-07,consumer,US,low
user_00374,2024-02-09,enterprise,CA,low
user_00375,2024-01-20,consumer,US,low
user_00376,2024-02-04,small_business,CA,low
user_00377,2024-02-17,consumer,US,low
user_00378,2024-01-25,consumer,CA,medium
user_00379,2024-02-04,consumer,US,low
user_00380,2024-01-25,consumer,UK,low
user_00381,2024-01-29,consumer,US,low
user_00382,2024-01-18,consumer,UK,medium
user_00383,2024-02-15,consumer,US,low
user_00384,2024-01-18,consumer,US,low
user_00385,2024-01-02,small_business,UK,low
user_00386,2024-02-23,consumer,US,high
user_00387,2024-02-04,consumer,CA,low
user_00388,2024-01-16,consumer,US,low
user_00389,2024-02-10,consumer,US,low
user_00390,2024-02-05,consumer,UK,low
user_00391,2024-02-02,consumer,US,low
user_00392,2024-01-04,small_business,US,medium
user_00393,2024-02-02,small_business,UK,low
user_00394,2024-01-14,consumer,UK,medium
user_00395,2024-01-21,consumer,CA,low
user_00396,2024-02-17,consumer,US,low
user_00397,2024-01-20,consumer,US,low
user_00398,2024-02-25,consumer,US,low
user_00399,2024-01-08,consumer,US,medium
user_00400,2024-01-07,consumer,UK,low
user_00401,2024-01-03,consumer,US,medium
user_00402,2024-01-17,consumer,US,medium
user_00403,2024-02-02,small_business,US,low
user_00404,2024-02-17,consumer,UK,medium
user_00405,2024-01-12,small_business,CA,low
user_00406,2024-02-28,enterprise,UK,low
user_00407,2024-02-20,consumer,US,medium
user_00408,2024-01-22,consumer,UK,low
user_00409,2024-02-24,consumer,UK,low
user_00410,2024-01-22,enterprise,US,medium
user_00411,2024-02-15,enterprise,US,high
user_00412,2024-01-30,consumer,US,low
user_00413,2024-02-07,consumer,US,medium
user_00414,2024-02-07,small_business,CA,low
user_00415,2024-02-14,consumer,US,high
user_00416,2024-02-20,small_business,US,low
user_00417,2024-02-23,small_business,CA,medium
user_00418,2024-01-08,consumer,CA,low
user_00419,2024-01-27,consumer,UK,medium
user_00420,2024-01-27,consumer,US,medium
user_00421,2024-02-03,consumer,US,low
user_00422,2024-01-21,consumer,US,low
user_00423,2024-01-30,small_business,US,medium
user_00424,2024-02-02,small_business,US,medium
user_00425,2024-01-28,small_business,US,low
user_00426,2024-02-16,consumer,US,low
user_00427,2024-02-02,small_business,US,medium
user_00428,2024-01-05,small_business,US,low
user_00429,2024-02-29,consumer,UK,low
user_00430,2024-02-17,consumer,UK,high
user_00431,2024-01-19,consumer,US,low
user_00432,2024-01-04,small_business,US,low
user_00433,2024-02-04,consumer,US,low
user_00434,2024-02-18,small_business,US,medium
user_00435,2024-01-17,consumer,US,low
user_00436,2024-02-13,small_business,CA,medium
user_00437,2024-01-28,consumer,AU,medium
user_00438,2024-01-30,consumer,UK,low
user_00439,2024-01-29,consumer,CA,medium
user_00440,2024-02-15,consumer,UK,low
user_00441,2024-02-22,small_business,US,medium
user_00442,2024-01-06,consumer,AU,low
user_00443,2024-02-04,consumer,US,medium
user_00444,2024-02-29,consumer,UK,low
user_00445,2024-02-10,consumer,US,low
user_00446,2024-02-06,consumer,US,high
user_00447,2024-01-24,consumer,UK,low
user_00448,2024-01-29,small_business,US,medium
user_00449,2024-02-18,consumer,US,low
user_00450,2024-02-15,small_business,US,low
user_00451,2024-02-22,enterprise,US,medium
user_00452,2024-01-31,consumer,AU,low
user_00453,2024-02-04,consumer,UK,medium
user_00454,2024-02-29,consumer,US,low
user_00455,2024-02-02,enterprise,US,low
user_00456,2024-02-21,small_business,CA,medium
user_00457,2024-01-21,consumer,US,low
user_00458,2024-02-01,small_business,US,low
user_00459,2024-01-23,consumer,US,medium
user_00460,2024-02-02,enterprise,CA,low
user_00461,2024-01-03,enterprise,US,low
user_00462,2024-01-18,consumer,US,medium
user_00463,2024-01-25,consumer,US,medium
user_00464,2024-02-11,consumer,US,low
user_00465,2024-01-31,consumer,US,low
user_00466,2024-02-23,small_business,US,medium
user_00467,2024-02-27,consumer,US,low
user_00468,2024-01-03,consumer,US,low
user_00469,2024-02-09,consumer,US,high
user_00470,2024-02-15,enterprise,CA,low
user_00471,2024-01-24,consumer,CA,low
user_00472,2024-02-19,consumer,US,medium
user_00473,2024-02-01,consumer,US,medium
user_00474,2024-02-16,enterprise,US,medium
user_00475,2024-01-22,small_business,UK,low
user_00476,2024-01-23,consumer,UK,low
user_00477,2024-01-02,consumer,US,medium
user_00478,2024-01-27,consumer,UK,low
user_00479,2024-02-11,consumer,UK,medium
user_00480,2024-01-02,consumer,CA,low
user_00481,2024-01-26,small_business,US,medium
user_00482,2024-01-17,consumer,US,low
user_00483,2024-02-09,small_business,US,low
user_00484,2024-02-02,consumer,CA,low
user_00485,2024-01-09,small_business,UK,medium
user_00486,2024-02-12,small_business,US,low
user_00487,2024-02-23,consumer,US,medium
user_00488,2024-02-17,consumer,US,low
user_00489,2024-02-08,consumer,US,low
user_00490,2024-01-29,consumer,US,medium
user_00491,2024-02-11,consumer,US,low
user_00492,2024-02-24,consumer,US,low
user_00493,2024-01-26,enterprise,UK,low
user_00494,2024-02-04,consumer,US,medium
user_00495,2024-02-19,small_business,US,high
user_00496,2024-01-25,consumer,US,low
user_00497,2024-01-24,small_business,CA,low
user_00498,2024-01-13,consumer,US,low
user_00499,2024-02-29,small_business,CA,medium
user_00500,2024-02-27,consumer,US,low
user_00501,2024-01-07,consumer,CA,medium
user_00502,2024-02-26,consumer,CA,low
user_00503,2024-02-05,consumer,US,medium
user_00504,2024-02-14,consumer,CA,low
user_00505,2024-01-20,consumer,US,high
user_00506,2024-01-01,consumer,US,low
user_00507,2024-01-08,small_business,US,low
user_00508,2024-02-15,consumer,US,medium
user_00509,2024-01-16,consumer,UK,medium
user_00510,2024-01-14,small_business,UK,low
user_00511,2024-01-12,consumer,US,high
user_00512,2024-02-20,consumer,US,low
user_00513,2024-01-23,consumer,US,low
user_00514,2024-01-15,enterprise,UK,low
user_00515,2024-01-28,small_business,US,low
user_00516,2024-02-03,small_business,CA,medium
user_00517,2024-01-02,consumer,US,low
user_00518,2024-02-01,small_business,US,low
user_00519,2024-01-23,consumer,CA,low
user_00520,2024-01-22,consumer,US,low
user_00521,2024-02-20,consumer,US,high
user_00522,2024-01-25,consumer,US,medium
user_00523,2024-02-27,consumer,US,low
user_00524,2024-01-22,consumer,AU,low
user_00525,2024-02-27,consumer,US,high
user_00526,2024-02-27,consumer,US,low
user_00527,2024-01-22,small_business,US,low
user_00528,2024-02-18,consumer,US,low
user_00529,2024-02-21,small_business,UK,low
user_00530,2024-02-11,consumer,CA,medium
user_00531,2024-01-06,small_business,CA,low
user_00532,2024-01-15,consumer,US,high
user_00533,2024-02-23,consumer,US,low
user_00534,2024-02-12,consumer,US,low
user_00535,2024-02-29,consumer,UK,high
user_00536,2024-02-06,small_business,US,medium
user_00537,2024-02-02,consumer,US,medium
user_00538,2024-01-08,consumer,CA,low
user_00539,2024-02-22,small_business,US,medium
user_00540,2024-02-29,consumer,US,low
user_00541,2024-02-13,consumer,US,low
user_00542,2024-02-13,consumer,US,medium
user_00543,2024-01-05,consumer,US,medium
user_00544,2024-02-08,consumer,US,medium
user_00545,2024-01-04,consumer,US,medium
user_00546,2024-01-06,enterprise,US,low
user_00547,2024-02-14,consumer,UK,low
user_00548,2024-02-01,consumer,US,medium
user_00549,2024-02-21,consumer,UK,low
user_00550,2024-01-30,small_business,US,low
user_00551,2024-02-16,small_business,US,low
user_00552,2024-02-04,consumer,CA,low
user_00553,2024-02-24,small_business,US,high
user_00554,2024-02-09,consumer,US,low
user_00555,2024-02-21,consumer,CA,low
user_00556,2024-01-16,consumer,US,medium
user_00557,2024-01-13,consumer,US,low
user_00558,2024-02-19,consumer,US,high
user_00559,2024-02-29,small_business,UK,low
user_00560,2024-02-11,consumer,CA,medium
user_00561,2024-01-30,enterprise,US,low
user_00562,2024-01-19,consumer,US,low
user_00563,2024-01-17,consumer,US,low
user_00564,2024-02-25,consumer,US,low
user_00565,2024-01-19,consumer,US,medium
user_00566,2024-01-28,consumer,US,low
user_00567,2024-02-27,consumer,US,medium
user_00568,2024-02-24,consumer,US,low
user_00569,2024-01-26,consumer,CA,medium
user_00570,2024-02-06,small_business,US,medium
user_00571,2024-01-26,consumer,US,low
user_00572,2024-02-22,consumer,US,low
user_00573,2024-01-23,consumer,CA,medium
user_00574,2024-01-09,small_business,UK,low
user_00575,2024-01-12,small_business,UK,low
user_00576,2024-02-22,consumer,US,medium
user_00577,2024-01-01,consumer,CA,high
user_00578,2024-02-27,consumer,US,medium
user_00579,2024-02-27,enterprise,US,low
user_00580,2024-01-01,consumer,US,low
user_00581,2024-02-16,consumer,CA,high
user_00582,2024-02-03,consumer,UK,low
user_00583,2024-02-01,consumer,CA,low
user_00584,2024-02-23,enterprise,CA,high
user_00585,2024-02-17,consumer,US,low
user_00586,2024-01-25,consumer,US,low
user_00587,2024-02-09,consumer,US,medium
user_00588,2024-02-14,small_business,CA,low
user_00589,2024-02-22,small_business,US,low
user_00590,2024-01-01,consumer,CA,low
user_00591,2024-01-16,consumer,US,low
user_00592,2024-02-08,small_business,US,high
user_00593,2024-01-05,consumer,US,low
user_00594,2024-01-22,consumer,US,low
user_00595,2024-01-29,consumer,CA,low
user_00596,2024-02-24,enterprise,US,medium
user_00597,2024-01-03,consumer,US,medium
user_00598,2024-01-12,small_business,US,low
user_00599,2024-01-26,consumer,US,low
user_00600,2024-01-16,consumer,US,medium
user_00601,2024-02-20,consumer,US,low
user_00602,2024-02-06,consumer,CA,low
user_00603,2024-01-22,consumer,US,low
user_00604,2024-02-26,consumer,US,low
user_00605,2024-01-29,consumer,US,high
user_00606,2024-01-14,small_business,US,medium
user_00607,2024-01-28,enterprise,US,medium
user_00608,2024-01-05,consumer,US,medium
user_00609,2024-02-16,consumer,US,medium
user_00610,2024-02-18,consumer,UK,high
user_00611,2024-01-30,consumer,US,low
user_00612,2024-02-15,small_business,UK,low
user_00613,2024-02-21,consumer,CA,medium
user_00614,2024-01-05,consumer,US,low
user_00615,2024-01-12,small_business,US,low
user_00616,2024-01-16,consumer,US,low
user_00617,2024-01-26,consumer,US,low
user_00618,2024-01-26,consumer,CA,low
user_00619,2024-02-17,consumer,UK,low
user_00620,2024-01-21,consumer,US,low
user_00621,2024-02-08,small_business,US,medium
user_00622,2024-02-05,small_business,US,medium
user_00623,2024-02-02,consumer,US,medium
user_00624,2024-01-30,small_business,UK,medium
user_00625,2024-02-06,consumer,US,low
user_00626,2024-01-23,small_business,US,low
user_00627,2024-02-27,consumer,UK,low
user_00628,2024-01-10,small_business,US,high
user_00629,2024-02-23,small_business,US,low
user_00630,2024-01-05,consumer,US,medium
user_00631,2024-02-05,small_business,US,low
user_00632,2024-02-03,small_business,UK,high
user_00633,2024-02-21,small_business,CA,low
user_00634,2024-01-31,consumer,US,medium
user_00635,2024-01-10,small_business,CA,low
user_00636,2024-02-27,small_business,US,low
user_00637,2024-01-19,consumer,UK,low
user_00638,2024-02-27,enterprise,CA,high
user_00639,2024-02-01,consumer,US,low
user_00640,2024-01-01,consumer,CA,high
user_00641,2024-02-25,consumer,US,medium
user_00642,2024-01-05,consumer,US,medium
user_00643,2024-02-14,consumer,UK,low
user_00644,2024-01-04,consumer,CA,low
user_00645,2024-01-16,enterprise,CA,low
user_00646,2024-01-24,consumer,UK,high
user_00647,2024-01-16,consumer,US,high
user_00648,2024-02-24,consumer,US,medium
user_00649,2024-01-02,consumer,AU,low
user_00650,2024-02-18,small_business,US,low
user_00651,2024-01-28,consumer,UK,high
user_00652,2024-02-01,small_business,US,low
user_00653,2024-01-27,consumer,UK,medium
user_00654,2024-01-20,consumer,US,low
user_00655,2024-01-24,consumer,AU,low
user_00656,2024-01-12,consumer,US,medium
user_00657,2024-02-19,consumer,CA,low
user_00658,2024-02-04,consumer,US,low
user_00659,2024-02-29,consumer,US,high
user_00660,2024-02-02,small_business,UK,medium
user_00661,2024-02-02,consumer,UK,medium
user_00662,2024-02-20,consumer,CA,medium
user_00663,2024-02-12,consumer,US,low
user_00664,2024-02-06,consumer,US,low
user_00665,2024-01-12,small_business,US,low
user_00666,2024-01-03,consumer,US,low
user_00667,2024-01-01,consumer,AU,low
user_00668,2024-02-02,enterprise,US,medium
user_00669,2024-02-09,consumer,US,low
user_00670,2024-01-10,consumer,US,medium
user_00671,2024-02-12,consumer,US,low
