ticket_id,user_id,timestamp,issue_type,resolution_time
tkt_00045,user_00166,2024-04-23 07:00:00,charged_twice,66
tkt_00046,user_00168,2024-01-14 18:00:00,payment_failed,44
tkt_00047,user_00170,2024-02-20 20:00:00,payment_failed,37
tkt_00048,user_00171,2024-06-14 06:00:00,payment_failed,62
tkt_00049,user_00172,2024-05-05 06:00:00,payment_failed,13
tkt_00050,user_00174,2024-04-06 06:00:00,charged_twice,6
tkt_00051,user_00179,2024-03-04 10:00:00,other,52
tkt_00052,user_00185,2024-05-14 15:00:00,charged_twice,44
tkt_00053,user_00187,2024-02-26 18:00:00,charged_twice,57
tkt_00054,user_00191,2024-02-03 04:00:00,other,37
tkt_00055,user_00192,2024-02-26 11:00:00,payment_failed,42
tkt_00056,user_00194,2024-05-05 10:00:00,payment_failed,30
tkt_00057,user_00198,2024-01-27 21:00:00,charged_twice,69
tkt_00058,user_00203,2024-02-27 16:00:00,charged_twice,25
tkt_00059,user_00210,2024-02-23 14:00:00,payment_failed,43
tkt_00060,user_00211,2024-05-10 08:00:00,charged_twice,19
tkt_00061,user_00219,2024-05-31 04:00:00,charged_twice,12
tkt_00062,user_00220,2024-03-23 07:00:00,fraud,57
tkt_00063,user_00230,2024-04-24 23:00:00,other,18
tkt_00064,user_00238,2024-04-22 12:00:00,payment_failed,25
tkt_00065,user_00239,2024-04-30 05:00:00,fraud,34
tkt_00066,user_00240,2024-04-09 07:00:00,charged_twice,70
tkt_00067,user_00242,2024-03-08 11:00:00,payment_failed,38
tkt_00068,user_00242,2024-01-29 09:00:00,charged_twice,63
tkt_00069,user_00267,2024-03-29 20:00:00,charged_twice,34
tkt_00070,user_00273,2024-05-30 08:00:00,other,12
tkt_00071,user_00275,2024-03-09 03:00:00,payment_failed,64
tkt_00072,user_00275,2024-02-24 04:00:00,charged_twice,71
tkt_00073,user_00281,2024-03-15 01:00:00,charged_twice,3
tkt_00074,user_00283,2024-05-01 04:00:00,payment_failed,32
tkt_00075,user_00294,2024-03-09 07:00:00,charged_twice,19
tkt_00076,user_00305,2024-03-27 22:00:00,charged_twice,6
tkt_00077,user_00306,2024-04-21 10:00:00,payment_failed,39
tkt_00078,user_00307,2024-03-27 21:00:00,fraud,25
tkt_00079,user_00318,2024-02-16 18:00:00,payment_failed,55
tkt_00080,user_00319,2024-03-31 13:00:00,payment_failed,16
tkt_00081,user_00325,2024-05-27 23:00:00,charged_twice,23
tkt_00082,user_00327,2024-01-26 22:00:00,payment_failed,47
tkt_00083,user_00328,2024-03-07 05:00:00,payment_failed,8
tkt_00084,user_00336,2024-03-26 09:00:00,payment_failed,10
tkt_00085,user_00339,2024-03-17 17:00:00,payment_failed,37
tkt_00086,user_00344,2024-04-12 12:00:00,charged_twice,44
tkt_00087,user_00345,2024-03-14 18:00:00,payment_failed,13
tkt_00088,user_00346,2024-02-04 05:00:00,other,12
tkt_00089,user_00347,2024-03-12 01:00:00,payment_failed,58
tkt_00090,user_00352,2024-05-30 17:00:00,payment_failed,60
tkt_00091,user_00358,2024-01-25 22:00:00,payment_failed,24
tkt_00092,user_00361,2024-01-10 07:00:00,payment_failed,32
tkt_00093,user_00369,2024-04-02 02:00:00,charged_twice,55
tkt_00094,user_00375,2024-01-31 19:00:00,payment_failed,30
tkt_00095,user_00378,2024-03-06 00:00:00,other,71
tkt_00096,user_00381,2024-05-21 04:00:00,other,26
tkt_00097,user_00383,2024-02-27 00:00:00,fraud,31
tkt_00098,user_00384,2024-05-15 20:00:00,fraud,38
tkt_00099,user_00390,2024-05-23 13:00:00,charged_twice,64
tkt_00100,user_00390,2024-05-30 03:00:00,charged_twice,27
tkt_00101,user_00399,2024-03-23 17:00:00,payment_failed,24
tkt_00102,user_00399,2024-04-18 16:00:00,payment_failed,10
tkt_00103,user_00407,2024-05-19 13:00:00,charged_twice,20
tkt_00104,user_00408,2024-02-02 18:00:00,charged_twice,8
tkt_00105,user_00415,2024-04-11 17:00:00,payment_failed,14
tkt_00106,user_00418,2024-03-09 05:00:00,fraud,9
tkt_00107,user_00419,2024-02-09 10:00:00,payment_failed,71
tkt_00108,user_00420,2024-03-16 17:00:00,other,13
tkt_00109,user_00428,2024-01-25 19:00:00,payment_failed,7
tkt_00110,user_00430,2024-05-14 02:00:00,charged_twice,21
tkt_00111,user_00431,2024-02-25 07:00:00,payment_failed,29
tkt_00112,user_00431,2024-05-17 06:00:00,payment_failed,54
tkt_00113,user_00436,2024-04-25 11:00:00,fraud,17
tkt_00114,user_00437,2024-03-14 20:00:00,payment_failed,53
tkt_00115,user_00438,2024-02-12 15:00:00,fraud,46
tkt_00116,user_00445,2024-02-25 19:00:00,payment_failed,8
tkt_00117,user_00457,2024-04-06 04:00:00,charged_twice,56
tkt_00118,user_00465,2024-03-22 19:00:00,charged_twice,58
tkt_00119,user_00468,2024-04-14 18:00:00,payment_failed,67
tkt_00120,user_00485,2024-05-04 08:00:00,charged_twice,53
tkt_00121,user_00485,2024-01-30 08:00:00,payment_failed,13
tkt_00122,user_00495,2024-06-06 12:00:00,payment_failed,62
tkt_00123,user_00501,2024-02-13 11:00:00,charged_twice,25
tkt_00124,user_00505,2024-03-18 14:00:00,payment_failed,25
tkt_00125,user_00513,2024-04-19 10:00:00,charged_twice,64
tkt_00126,user_00516,2024-05-11 03:00:00,fraud,43
tkt_00127,user_00518,2024-03-12 01:00:00,payment_failed,17
tkt_00128,user_00520,2024-02-04 09:00:00,payment_failed,66
tkt_00129,user_00523,2024-06-14 06:00:00,other,27
tkt_00130,user_00528,2024-03-09 18:00:00,payment_failed,32
tkt_00131,user_00532,2024-03-24 19:00:00,payment_failed,55
tkt_00132,user_00542,2024-05-19 03:00:00,payment_failed,64
tkt_00133,user_00543,2024-03-17 09:00:00,charged_twice,45
tkt_00134,user_00544,2024-05-21 09:00:00,payment_failed,55
tkt_00135,user_00544,2024-05-25 14:00:00,payment_failed,42
tkt_00136,user_00550,2024-05-07 10:00:00,charged_twice,44
tkt_00137,user_00552,2024-02-20 21:00:00,payment_failed,43
tkt_00138,user_00554,2024-03-18 12:00:00,charged_twice,70
tkt_00139,user_00554,2024-04-09 00:00:00,charged_twice,54
tkt_00140,user_00554,2024-02-13 10:00:00,payment_failed,7
tkt_00141,user_00560,2024-03-28 03:00:00,charged_twice,28
tkt_00142,user_00562,2024-05-15 20:00:00,fraud,69
tkt_00143,user_00565,2024-03-02 23:00:00,payment_failed,39
tkt_00144,user_00568,2024-02-29 02:00:00,payment_failed,1
tkt_00145,user_00569,2024-03-16 04:00:00,fraud,7
tkt_00146,user_00570,2024-03-15 09:00:00,payment_failed,25
tkt_00147,user_00570,2024-02-16 00:00:00,other,27
tkt_00148,user_00576,2024-03-19 05:00:00,payment_failed,69
tkt_00149,user_00578,2024-04-05 09:00:00,payment_failed,22
tkt_00150,user_00583,2024-05-23 08:00:00,charged_twice,62
tkt_00151,user_00587,2024-05-27 18:00:00,other,14
tkt_00152,user_00590,2024-03-23 03:00:00,fraud,16
tkt_00153,user_00590,2024-01-06 07:00:00,other,45
tkt_00154,user_00592,2024-03-11 13:00:00,charged_twice,62
tkt_00155,user_00592,2024-03-17 02:00:00,charged_twice,40
tkt_00156,user_00595,2024-04-06 23:00:00,charged_twice,32
tkt_00157,user_00596,2024-03-17 05:00:00,payment_failed,54
tkt_00158,user_00608,2024-03-17 18:00:00,other,19
tkt_00159,user_00611,2024-05-16 04:00:00,payment_failed,42
tkt_00160,user_00620,2024-03-05 05:00:00,charged_twice,46
tkt_00161,user_00622,2024-02-12 12:00:00,fraud,48
tkt_00162,user_00625,2024-05-12 21:00:00,fraud,58
tkt_00163,user_00628,2024-04-10 09:00:00,charged_twice,47
tkt_00164,user_00628,2024-02-29 04:00:00,charged_twice,70
tkt_00165,user_00633,2024-04-05 04:00:00,payment_failed,48
tkt_00166,user_00647,2024-05-10 07:00:00,payment_failed,55
tkt_00167,user_00650,2024-04-30 14:00:00,charged_twice,46
tkt_00168,user_00651,2024-05-06 06:00:00,payment_failed,17
tkt_00169,user_00657,2024-05-07 20:00:00,payment_failed,12
tkt_00170,user_00664,2024-05-05 08:00:00,charged_twice,21
tkt_00171,user_00666,2024-03-16 15:00:00,other,34
tkt_00172,user_00672,2024-04-19 17:00:00,payment_failed,27
tkt_00173,user_00675,2024-03-01 03:00:00,payment_failed,16
tkt_00174,user_00677,2024-03-30 21:00:00,payment_failed,31
tkt_00175,user_00680,2024-02-28 10:00:00,charged_twice,59
tkt_00176,user_00681,2024-03-28 21:00:00,payment_failed,69
tkt_00177,user_00689,2024-02-17 09:00:00,fraud,46
tkt_00178,user_00698,2024-04-15 21:00:00,charged_twice,23
tkt_00179,user_00700,2024-02-17 09:00:00,payment_failed,38
tkt_00180,user_00708,2024-03-27 15:00:00,payment_failed,9
tkt_00181,user_00710,2024-04-23 04:00:00,payment_failed,20
tkt_00182,user_00713,2024-04-16 13:00:00,fraud,51
tkt_00183,user_00719,2024-02-05 20:00:00,payment_failed,51
tkt_00184,user_00721,2024-05-08 08:00:00,other,48
tkt_00185,user_00732,2024-02-04 23:00:00,payment_failed,30
tkt_00186,user_00737,2024-05-23 13:00:00,fraud,54
tkt_00187,user_00743,2024-05-13 22:00:00,charged_twice,14
tkt_00188,user_00760,2024-02-14 07:00:00,charged_twice,36
tkt_00189,user_00764,2024-06-15 14:00:00,payment_failed,71
tkt_00190,user_00769,2024-01-17 07:00:00,payment_failed,68
tkt_00191,user_00774,2024-03-25 02:00:00,other,39
tkt_00192,user_00774,2024-02-24 08:00:00,fraud,14
tkt_00193,user_00774,2024-03-09 21:00:00,fraud,49
tkt_00194,user_00783,2024-03-26 16:00:00,charged_twice,40
tkt_00195,user_00788,2024-02-02 12:00:00,charged_twice,51
tkt_00196,user_00788,2024-02-28 16:00:00,fraud,57
tkt_00197,user_00793,2024-04-14 02:00:00,payment_failed,17
tkt_00198,user_00794,2024-03-10 21:00:00,charged_twice,35
tkt_00199,user_00795,2024-01-29 23:00:00,charged_twice,47
tkt_00200,user_00797,2024-03-01 06:00:00,charged_twice,22
tkt_00201,user_00802,2024-05-09 07:00:00,payment_failed,63
tkt_00202,user_00829,2024-04-25 13:00:00,fraud,45
tkt_00203,user_00833,2024-04-07 17:00:00,charged_twice,12
tkt_00204,user_00837,2024-06-03 15:00:00,charged_twice,2
tkt_00205,user_00839,2024-03-30 05:00:00,payment_failed,22
tkt_00206,user_00840,2024-05-17 01:00:00,fraud,51
tkt_00207,user_00848,2024-04-25 04:00:00,payment_failed,13
tkt_00208,user_00853,2024-05-22 03:00:00,payment_failed,65
tkt_00209,user_00854,2024-02-25 17:00:00,payment_failed,34
tkt_00210,user_00854,2024-05-14 13:00:00,charged_twice,57
tkt_00211,user_00856,2024-03-12 19:00:00,payment_failed,69
tkt_00212,user_00857,2024-02-11 02:00:00,charged_twice,46
tkt_00213,user_00858,2024-05-04 10:00:00,other,67
tkt_00214,user_00863,2024-03-13 18:00:00,fraud,62
tkt_00215,user_00872,2024-05-02 02:00:00,fraud,26
tkt_00216,user_00880,2024-04-05 14:00:00,other,20
tkt_00217,user_00882,2024-05-25 01:00:00,charged_twice,43
tkt_00218,user_00892,2024-02-28 22:00:00,payment_failed,68
tkt_00219,user_00893,2024-01-19 01:00:00,payment_failed,36
tkt_00220,user_00893,2024-01-28 13:00:00,payment_failed,36
tkt_00221,user_00895,2024-04-14 21:00:00,other,14
tkt_00222,user_00897,2024-04-04 12:00:00,other,56
tkt_00223,user_00906,2024-05-14 10:00:00,other,69
tkt_00224,user_00907,2024-01-12 15:00:00,payment_failed,33
tkt_00225,user_00908,2024-03-28 19:00:00,fraud,22
tkt_00226,user_00912,2024-05-10 05:00:00,charged_twice,71
tkt_00227,user_00918,2024-05-10 03:00:00,payment_failed,54
tkt_00228,user_00929,2024-03-03 08:00:00,fraud,5
tkt_00229,user_00930,2024-01-11 20:00:00,charged_twice,48
tkt_00230,user_00938,2024-06-14 15:00:00,other,60
tkt_00231,user_00942,2024-05-23 19:00:00,payment_failed,41
tkt_00232,user_00943,2024-04-19 12:00:00,charged_twice,14
tkt_00233,user_00946,2024-05-13 08:00:00,fraud,26
tkt_00234,user_00947,2024-06-06 22:00:00,payment_failed,51
tkt_00235,user_00950,2024-02-07 01:00:00,payment_failed,5
tkt_00236,user_00958,2024-04-10 20:00:00,charged_twice,39
tkt_00237,user_00965,2024-05-28 09:00:00,fraud,45
tkt_00238,user_00983,2024-04-13 10:00:00,fraud,38
tkt_00239,user_00986,2024-01-30 23:00:00,payment_failed,8
tkt_00240,user_00986,2024-02-27 21:00:00,charged_twice,28
tkt_00241,user_00989,2024-01-29 14:00:00,payment_failed,35
tkt_00242,user_00990,2024-04-06 20:00:00,payment_failed,59
tkt_00243,user_00993,2024-02-24 23:00:00,payment_failed,2
tkt_00244,user_00994,2024-04-21 22:00:00,payment_failed,31
tkt_00245,user_00996,2024-01-06 19:00:00,payment_failed,16
tkt_00246,user_00997,2024-03-27 10:00:00,payment_failed,19
tkt_00247,user_00998,2024-03-07 05:00:00,charged_twice,61
tkt_00248,user_01002,2024-02-25 00:00:00,fraud,47
tkt_00249,user_01003,2024-04-10 18:00:00,charged_twice,52
tkt_00250,user_01005,2024-03-29 18:00:00,charged_twice,12
tkt_00251,user_01006,2024-06-24 20:00:00,payment_failed,66
tkt_00252,user_01012,2024-05-02 00:00:00,fraud,48
tkt_00253,user_01016,2024-06-05 17:00:00,fraud,13
tkt_00254,user_01019,2024-04-10 09:00:00,fraud,42
tkt_00255,user_01024,2024-04-08 19:00:00,other,61
tkt_00256,user_01024,2024-02-24 10:00:00,fraud,33
tkt_00257,user_01028,2024-03-19 18:00:00,charged_twice,46
tkt_00258,user_01031,2024-05-08 23:00:00,other,56
tkt_00259,user_01046,2024-05-29 16:00:00,fraud,65
tkt_00260,user_01047,2024-05-13 21:00:00,other,65
tkt_00261,user_01053,2024-03-27 23:00:00,payment_failed,5
tkt_00262,user_01054,2024-03-29 04:00:00,charged_twice,18
tkt_00263,user_01054,2024-05-19 15:00:00,fraud,71
tkt_00264,user_01063,2024-01-19 16:00:00,charged_twice,40
tkt_00265,user_01069,2024-03-09 16:00:00,fraud,5
tkt_00266,user_01070,2024-03-09 03:00:00,charged_twice,54
tkt_00267,user_01071,2024-01-29 22:00:00,charged_twice,42
tkt_00268,user_01074,2024-04-30 02:00:00,payment_failed,68
tkt_00269,user_01075,2024-05-25 00:00:00,charged_twice,49
tkt_00270,user_01081,2024-03-26 03:00:00,fraud,46
tkt_00271,user_01090,2024-03-26 06:00:00,payment_failed,15
tkt_00272,user_01112,2024-02-06 07:00:00,charged_twice,46
tkt_00273,user_01114,2024-03-07 10:00:00,payment_failed,42
tkt_00274,user_01115,2024-05-09 12:00:00,charged_twice,12
tkt_00275,user_01116,2024-04-03 02:00:00,charged_twice,11
tkt_00276,user_01126,2024-02-01 13:00:00,payment_failed,69
tkt_00277,user_01128,2024-03-24 01:00:00,fraud,63
tkt_00278,user_01133,2024-01-31 19:00:00,charged_twice,9
tkt_00279,user_01143,2024-06-09 01:00:00,charged_twice,36
tkt_00280,user_01143,2024-06-06 11:00:00,payment_failed,26
tkt_00281,user_01144,2024-04-30 04:00:00,fraud,64
tkt_00282,user_01149,2024-03-11 20:00:00,charged_twice,22
tkt_00283,user_01149,2024-02-29 22:00:00,charged_twice,17
tkt_00284,user_01149,2024-02-16 23:00:00,charged_twice,16
tkt_00285,user_01161,2024-01-29 13:00:00,payment_failed,49
tkt_00286,user_01162,2024-01-14 14:00:00,payment_failed,65
tkt_00287,user_01162,2024-01-11 06:00:00,payment_failed,49
tkt_00288,user_01171,2024-03-25 12:00:00,payment_failed,5
tkt_00289,user_01175,2024-03-19 23:00:00,fraud,39
tkt_00290,user_01176,2024-02-05 20:00:00,charged_twice,47
tkt_00291,user_01176,2024-03-19 07:00:00,charged_twice,69
tkt_00292,user_01178,2024-05-06 18:00:00,payment_failed,25
tkt_00293,user_01184,2024-03-29 01:00:00,fraud,65
tkt_00294,user_01189,2024-02-19 17:00:00,charged_twice,62
tkt_00295,user_01189,2024-04-22 12:00:00,payment_failed,65
tkt_00296,user_01189,2024-01-21 15:00:00,other,3
tkt_00297,user_01196,2024-03-24 09:00:00,fraud,69
tkt_00298,user_01200,2024-04-16 16:00:00,payment_failed,12
tkt_00299,user_01209,2024-01-26 11:00:00,fraud,33
tkt_00300,user_01217,2024-06-01 04:00:00,charged_twice,64
tkt_00301,user_01225,2024-04-11 05:00:00,payment_failed,69
tkt_00302,user_01228,2024-04-03 06:00:00,fraud,2
tkt_00303,user_01236,2024-04-19 02:00:00,fraud,27
tkt_00304,user_01237,2024-05-09 02:00:00,fraud,2
tkt_00305,user_01237,2024-03-11 06:00:00,payment_failed,16
tkt_00306,user_01242,2024-04-27 04:00:00,payment_failed,33
tkt_00307,user_01242,2024-06-02 22:00:00,charged_twice,45
tkt_00308,user_01251,2024-01-22 20:00:00,charged_twice,5
tkt_00309,user_01253,2024-02-07 20:00:00,charged_twice,51
tkt_00310,user_01255,2024-02-06 14:00:00,payment_failed,57
tkt_00311,user_01255,2024-01-29 17:00:00,payment_failed,29
tkt_00312,user_01256,2024-04-28 18:00:00,payment_failed,59
tkt_00313,user_01261,2024-02-26 08:00:00,other,56
tkt_00314,user_01264,2024-02-18 19:00:00,fraud,59
tkt_00315,user_01272,2024-01-31 21:00:00,charged_twice,67
tkt_00316,user_01273,2024-05-04 14:00:00,payment_failed,30
tkt_00317,user_01277,2024-05-08 14:00:00,fraud,48
tkt_00318,user_01278,2024-04-15 15:00:00,other,60
tkt_00319,user_01298,2024-02-01 05:00:00,payment_failed,21
tkt_00320,user_01299,2024-04-19 14:00:00,payment_failed,60
tkt_00321,user_01300,2024-02-24 10:00:00,other,67
tkt_00322,user_01304,2024-01-18 18:00:00,payment_failed,29
tkt_00323,user_01304,2024-04-19 23:00:00,payment_failed,59
tkt_00324,user_01306,2024-02-23 23:00:00,other,6
tkt_00325,user_01306,2024-03-01 05:00:00,fraud,11
tkt_00326,user_01309,2024-02-18 21:00:00,fraud,4
tkt_00327,user_01310,2024-04-12 01:00:00,payment_failed,68
tkt_00328,user_01312,2024-02-16 14:00:00,fraud,25
tkt_00329,user_01316,2024-03-21 12:00:00,fraud,19
tkt_00330,user_01318,2024-02-20 18:00:00,charged_twice,59
tkt_00331,user_01322,2024-01-21 08:00:00,payment_failed,35
tkt_00332,user_01325,2024-04-23 23:00:00,payment_failed,22
tkt_00333,user_01331,2024-05-04 02:00:00,payment_failed,22
tkt_00334,user_01335,2024-01-20 22:00:00,fraud,66
tkt_00335,user_01335,2024-01-06 07:00:00,charged_twice,63
tkt_00336,user_01335,2024-03-30 22:00:00,payment_failed,8
tkt_00337,user_01336,2024-03-05 17:00:00,payment_failed,36
tkt_00338,user_01359,2024-02-05 03:00:00,payment_failed,60
tkt_00339,user_01364,2024-03-31 11:00:00,charged_twice,47
tkt_00340,user_01367,2024-03-11 22:00:00,charged_twice,32
tkt_00341,user_01369,2024-02-08 14:00:00,fraud,61
tkt_00342,user_01374,2024-01-30 10:00:00,payment_failed,64
tkt_00343,user_01374,2024-04-04 23:00:00,payment_failed,45
tkt_00344,user_01375,2024-04-20 16:00:00,payment_failed,58
tkt_00345,user_01391,2024-03-22 20:00:00,payment_failed,55
tkt_00346,user_01396,2024-03-18 02:00:00,charged_twice,67
tkt_00347,user_01404,2024-05-31 10:00:00,fraud,61
tkt_00348,user_01405,2024-03-18 19:00:00,payment_failed,41
tkt_00349,user_01406,2024-02-13 08:00:00,fraud,10
tkt_00350,user_01406,2024-03-13 12:00:00,fraud,37
tkt_00351,user_01409,2024-03-27 20:00:00,fraud,22
tkt_00352,user_01411,2024-03-21 04:00:00,payment_failed,41
tkt_00353,user_01415,2024-04-16 11:00:00,charged_twice,11
tkt_00354,user_01426,2024-03-10 21:00:00,payment_failed,17
tkt_00355,user_01428,2024-04-30 06:00:00,charged_twice,33
tkt_00356,user_01436,2024-04-15 11:00:00,fraud,41
tkt_00357,user_01440,2024-05-03 21:00:00,payment_failed,49
tkt_00358,user_01448,2024-01-15 04:00:00,charged_twice,71
tkt_00359,user_01452,2024-04-05 05:00:00,charged_twice,27
tkt_00360,user_01464,2024-03-13 15:00:00,other,67
tkt_00361,user_01476,2024-03-27 02:00:00,fraud,1
tkt_00362,user_01477,2024-01-16 05:00:00,fraud,57
tkt_00363,user_01480,2024-01-22 21:00:00,charged_twice,24
tkt_00364,user_01482,2024-02-29 13:00:00,charged_twice,28
tkt_00365,user_01486,2024-04-11 02:00:00,payment_failed,63
tkt_00366,user_01489,2024-05-13 20:00:00,payment_failed,49
tkt_00367,user_01491,2024-05-23 23:00:00,charged_twice,10
tkt_00368,user_01496,2024-01-12 14:00:00,charged_twice,24
tkt_00369,user_01502,2024-02-09 15:00:00,payment_failed,30
tkt_00370,user_01505,2024-03-16 10:00:00,fraud,35
tkt_00371,user_01509,2024-06-18 12:00:00,payment_failed,60
tkt_00372,user_01510,2024-02-25 01:00:00,fraud,37
tkt_00373,user_01512,2024-05-08 23:00:00,fraud,68
tkt_00374,user_01513,2024-04-01 05:00:00,fraud,51
tkt_00375,user_01517,2024-01-17 08:00:00,charged_twice,67
tkt_00376,user_01519,2024-06-18 22:00:00,payment_failed,12
tkt_00377,user_01523,2024-03-18 19:00:00,fraud,35
tkt_00378,user_01528,2024-02-28 02:00:00,charged_twice,4
tkt_00379,user_01532,2024-04-25 14:00:00,fraud,49
tkt_00380,user_01534,2024-03-29 19:00:00,other,60
tkt_00381,user_01536,2024-02-17 13:00:00,payment_failed,47
tkt_00382,user_01536,2024-05-21 23:00:00,fraud,45
tkt_00383,user_01537,2024-04-06 05:00:00,payment_failed,70
tkt_00384,user_01539,2024-05-10 18:00:00,other,16
tkt_00385,user_01539,2024-05-27 20:00:00,payment_failed,12
tkt_00386,user_01540,2024-03-20 20:00:00,charged_twice,58
tkt_00387,user_01542,2024-05-21 16:00:00,charged_twice,49
tkt_00388,user_01554,2024-05-22 11:00:00,other,40
tkt_00389,user_01560,2024-03-03 18:00:00,payment_failed,12
tkt_00390,user_01568,2024-04-28 20:00:00,payment_failed,16
tkt_00391,user_01572,2024-02-23 23:00:00,payment_failed,43
tkt_00392,user_01578,2024-06-10 16:00:00,charged_twice,12
tkt_00393,user_01591,2024-02-18 09:00:00,other,2
tkt_00394,user_01592,2024-04-27 20:00:00,other,62
tkt_00395,user_01596,2024-02-05 21:00:00,payment_failed,25
tkt_00396,user_01598,2024-04-25 18:00:00,charged_twice,16
tkt_00397,user_01598,2024-03-25 20:00:00,payment_failed,16
tkt_00398,user_01599,2024-06-04 02:00:00,payment_failed,13
tkt_00399,user_01599,2024-03-31 08:00:00,payment_failed,44
tkt_00400,user_01601,2024-03-07 21:00:00,charged_twice,1
tkt_00401,user_01606,2024-01-27 04:00:00,fraud,19
tkt_00402,user_01613,2024-01-25 07:00:00,charged_twice,54
tkt_00403,user_01614,2024-03-04 17:00:00,charged_twice,54
tkt_00404,user_01615,2024-04-12 19:00:00,payment_failed,54
tkt_00405,user_01629,2024-06-08 04:00:00,charged_twice,11
tkt_00406,user_01636,2024-06-24 13:00:00,charged_twice,14
tkt_00407,user_01639,2024-02-23 20:00:00,payment_failed,68
tkt_00408,user_01642,2024-02-24 03:00:00,charged_twice,11
tkt_00409,user_01649,2024-04-11 09:00:00,charged_twice,46
tkt_00410,user_01652,2024-05-14 17:00:00,fraud,30
tkt_00411,user_01653,2024-04-20 16:00:00,charged_twice,66
tkt_00412,user_01653,2024-02-24 08:00:00,charged_twice,2
tkt_00413,user_01655,2024-03-29 18:00:00,other,30
tkt_00414,user_01663,2024-06-16 03:00:00,payment_failed,17
tkt_00415,user_01664,2024-02-24 13:00:00,charged_twice,62
tkt_00416,user_01665,2024-01-11 03:00:00,other,27
tkt_00417,user_01665,2024-03-15 19:00:00,other,20
tkt_00418,user_01667,2024-04-30 18:00:00,payment_failed,45
tkt_00419,user_01673,2024-04-30 18:00:00,payment_failed,19
tkt_00420,user_01677,2024-02-06 16:00:00,fraud,64
tkt_00421,user_01679,2024-02-16 10:00:00,payment_failed,40
tkt_00422,user_01680,2024-05-21 23:00:00,charged_twice,45
tkt_00423,user_01686,2024-01-11 14:00:00,payment_failed,50
tkt_00424,user_01692,2024-03-06 00:00:00,charged_twice,20
tkt_00425,user_01702,2024-02-16 02:00:00,payment_failed,4
tkt_00426,user_01703,2024-03-11 00:00:00,payment_failed,55
tkt_00427,user_01705,2024-02-14 16:00:00,charged_twice,62
tkt_00428,user_01706,2024-03-18 22:00:00,charged_twice,23
tkt_00429,user_01707,2024-05-21 10:00:00,fraud,13
tkt_00430,user_01707,2024-02-18 18:00:00,payment_failed,59
tkt_00431,user_01711,2024-04-29 21:00:00,charged_twice,5
tkt_00432,user_01712,2024-02-16 04:00:00,charged_twice,18
